id,name,uri,artist,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
1zEkUwTpz0zKRMPsZdzMbY,Just in Time,spotify:track:1zEkUwTpz0zKRMPsZdzMbY,"Bud Shank, ",0.889,0.606,225960,0.253,0.836,0,0.147,-14.412,0,0.0342,88.155,4,0.59
3hY3MPL9hAITPgVfiVlL5K,Stella By Starlight,spotify:track:3hY3MPL9hAITPgVfiVlL5K,"Joe Lovano, ",0.926,0.581,347773,0.163,0.861,0,0.116,-16.612,0,0.0547,88.101,4,0.443
2nhuWw711RfPtIY3NrpOZw,Let's Fall In Love,spotify:track:2nhuWw711RfPtIY3NrpOZw,"Stan Getz, Gerry Mulligan, ",0.817,0.427,386280,0.216,0.00416,5,0.136,-14.166,1,0.0348,149.322,4,0.515
6pZOrJ9w1HbZJWu9TvBzIs,Brother Hiroshi,spotify:track:6pZOrJ9w1HbZJWu9TvBzIs,"Anthony Wonsey Trio, Richie Goods, Tony Reedus, ",0.7,0.571,379773,0.474,0.59,4,0.196,-11.634,0,0.0333,62.545,4,0.372
4WCZalosPdTXmwZ5ZUOarr,Ham Hocks and Cabbage,spotify:track:4WCZalosPdTXmwZ5ZUOarr,"Christian McBride, Christian McBride Trio, ",0.696,0.557,505067,0.104,0.899,3,0.1,-22.669,0,0.0437,123.145,4,0.315
3aiVRVghyLm8uMZoL4U96c,Blue Monk,spotify:track:3aiVRVghyLm8uMZoL4U96c,"Ray Bryant Trio, ",0.842,0.632,309227,0.26,0.125,5,0.138,-14.86,1,0.0346,104.741,4,0.387
4QJTE3XQIN8lY4RBwc2c6w,Lucky To Be Me,spotify:track:4QJTE3XQIN8lY4RBwc2c6w,"Tommy Flanagan, ",0.885,0.572,255000,0.488,0.853,2,0.103,-10.688,0,0.0592,126.43,4,0.603
3INugpDQxj3H8UlGg0zigo,Love Jumped Out,spotify:track:3INugpDQxj3H8UlGg0zigo,"Stan Getz, Bob Brookmeyer, ",0.757,0.597,466240,0.263,0.0000144,2,0.0921,-17.466,0,0.0468,79.227,4,0.515
11jHKP7tpYcDrVuSctGG6o,Stolen Moments,spotify:track:11jHKP7tpYcDrVuSctGG6o,"Oliver Nelson, ",0.884,0.533,524933,0.192,0.835,0,0.143,-16.904,0,0.0475,115.642,4,0.334
37fKuIYSd67vF8mPpkgKyS,Honeysuckle Rose,spotify:track:37fKuIYSd67vF8mPpkgKyS,"Ray Bryant, ",0.898,0.55,383027,0.389,0.914,1,0.106,-15.542,1,0.0308,166.246,4,0.753
6keKDGemOj5o7VJHNVaeYl,Bee Blues,spotify:track:6keKDGemOj5o7VJHNVaeYl,"Brad Mehldau Trio, ",0.804,0.573,402013,0.271,0.8,6,0.0877,-16.138,1,0.0489,130.623,4,0.454
5x0knlH4sCOHjw2GjEZPEB,London Blues,spotify:track:5x0knlH4sCOHjw2GjEZPEB,"Brad Mehldau, ",0.702,0.455,422067,0.255,0.894,6,0.0591,-18.989,1,0.0492,79.761,4,0.291
1um3T5M9KAgWLDQk0IUzhh,Eronel,spotify:track:1um3T5M9KAgWLDQk0IUzhh,"Thelonious Monk, ",0.525,0.487,270133,0.354,0.000273,9,0.0958,-13.884,0,0.0417,177.572,4,0.731
3AhSSfO1Bovo84lQjJZrzZ,Send It On,spotify:track:3AhSSfO1Bovo84lQjJZrzZ,"D'Angelo, ",0.168,0.789,356493,0.258,0.00714,5,0.326,-11.759,1,0.104,127.491,3,0.333
14VwBAL1qSlG4ovOSYUQF4,Spend The Night,spotify:track:14VwBAL1qSlG4ovOSYUQF4,"Rahsaan Patterson, ",0.0441,0.685,293400,0.549,0.0000539,2,0.0676,-9.175,0,0.0229,90.043,4,0.708
1tV7RXsTGdwxAvEo8Rv9pp,No Ordinary Love - Remastered,spotify:track:1tV7RXsTGdwxAvEo8Rv9pp,"Sade, ",0.641,0.619,438707,0.486,0.00883,11,0.0918,-10.421,0,0.0396,166.146,4,0.771
7BAAhI1TT3dDBS3WKrJhyZ,Keep You in Mind,spotify:track:7BAAhI1TT3dDBS3WKrJhyZ,"Guordan Banks, ",0.625,0.633,195997,0.611,0.00219,1,0.107,-6.56,1,0.0443,167.977,4,0.364
1HazDXnvOTubBFmZnabq7Q,So In Love - feat. Anthony Hamilton,spotify:track:1HazDXnvOTubBFmZnabq7Q,"Jill Scott, ",0.363,0.709,275400,0.704,0,8,0.344,-6.021,1,0.0486,102.003,4,0.464
64mSigGWctZbfbfFpmBeer,Show Me the Way,spotify:track:64mSigGWctZbfbfFpmBeer,"Earth & Wind & Fire feat. Raphael Saadiq, ",0.428,0.602,467733,0.497,0.000978,11,0.342,-5.865,1,0.0534,139.99,4,0.454
2wmHH8Xc9P2RN6fGDH4ON6,Anniversary - Radio Edit,spotify:track:2wmHH8Xc9P2RN6fGDH4ON6,"Tony! Toni! Toné!, ",0.05,0.707,272000,0.508,0,8,0.255,-9.629,0,0.0344,88.989,4,0.58
0QmLbWOTGnaMgUCL8xfWiw,Angel (Live),spotify:track:0QmLbWOTGnaMgUCL8xfWiw,"Lalah Hathaway, ",0.369,0.567,342067,0.5,0.000055,11,0.53,-9.294,1,0.033,80.626,4,0.4
397fxHew7NyjryGWGr1Imy,"Baby, This Love I Have",spotify:track:397fxHew7NyjryGWGr1Imy,"Minnie Riperton, ",0.315,0.589,250867,0.437,0.00127,6,0.0944,-12.581,0,0.0487,83.263,4,0.747
6Z6apKp8CAta4BwlrrwlxO,All The Joy,spotify:track:6Z6apKp8CAta4BwlrrwlxO,"Moonchild, ",0.843,0.656,216453,0.217,0.0000043,5,0.296,-13.725,1,0.0538,90.065,4,0.217
3gATNBVu8d7oWs9WijPDjD,Pink + White,spotify:track:3gATNBVu8d7oWs9WijPDjD,"Frank Ocean, ",0.674,0.539,184516,0.546,0.0000486,9,0.422,-7.448,1,0.106,159.996,3,0.536
2NnvIfwJpJtIHCsoWU3BCz,First Began,spotify:track:2NnvIfwJpJtIHCsoWU3BCz,"PJ Morton, ",0.809,0.641,245099,0.191,0.000646,6,0.0943,-10.101,1,0.0375,72.499,4,0.425
1oiD5zGVKxlMNCxSUXGL9g,The Greatest,spotify:track:1oiD5zGVKxlMNCxSUXGL9g,"KING, ",0.00904,0.601,195424,0.822,0.0159,5,0.0617,-5.407,0,0.0352,167.927,4,0.956
04Ojun9jaS6U7HTwRIoRf3,Green Aphrodisiac,spotify:track:04Ojun9jaS6U7HTwRIoRf3,"Corinne Bailey Rae, ",0.687,0.558,351227,0.505,0.000761,0,0.102,-7.614,0,0.0314,135.958,4,0.148
2qUZliZ9NHUYIAZqRNe6pZ,GOT IT GOOD,spotify:track:2qUZliZ9NHUYIAZqRNe6pZ,"KAYTRANADA, Craig David, ",0.0475,0.606,228147,0.503,0,7,0.116,-6.678,0,0.155,80.04,4,0.325
0qweeIYNNLMlGrX4czWMi1,Something,spotify:track:0qweeIYNNLMlGrX4czWMi1,"Phonte, Eric Roberson, ",0.0156,0.639,288109,0.666,0.00000381,5,0.31,-7.943,0,0.0549,88.019,4,0.542
4MmwyJaWLDXjjWzXQti4cl,Deep Waters,spotify:track:4MmwyJaWLDXjjWzXQti4cl,"Incognito, ",0.354,0.686,395067,0.641,0.0000358,1,0.0751,-9.625,0,0.031,153.683,4,0.9
6W2bTxfCjQSgQHwH2LgbGC,There’s Nothing Like This (feat. Pino Palladino),spotify:track:6W2bTxfCjQSgQHwH2LgbGC,"Omar, Pino Palladino, ",0.466,0.563,321813,0.549,0.00302,3,0.369,-8.802,1,0.0587,155.75,4,0.673
7muWyt73NWsGW3aPV1YILN,Cloud 9 - Main,spotify:track:7muWyt73NWsGW3aPV1YILN,"Donnie, ",0.167,0.632,308453,0.731,0,8,0.0305,-7.182,1,0.348,92.088,4,0.675
46ojXpU8hKUPFiDhBwUt6J,The Ingredients Of Love - Duet w/ Musiq Soulchild,spotify:track:46ojXpU8hKUPFiDhBwUt6J,"Angie Stone, Musiq Soulchild, ",0.26,0.514,236240,0.737,0,8,0.222,-5.25,0,0.308,78.806,4,0.65
1GWVyqmjhJkUfqaJwUk8Xi,Lake By the Ocean,spotify:track:1GWVyqmjhJkUfqaJwUk8Xi,"Maxwell, ",0.49,0.608,239027,0.652,0,4,0.348,-4.844,0,0.0953,76.02,4,0.373
0AZTkbO9umWmABq28mfkle,Love Natural,spotify:track:0AZTkbO9umWmABq28mfkle,"Frank Mccomb, ",0.663,0.64,415827,0.678,0.0244,11,0.128,-7.945,0,0.065,86.718,4,0.463
79UjqYt9MCLlBpzAvaKVJj,In Love With You,spotify:track:79UjqYt9MCLlBpzAvaKVJj,"Erykah Badu, ",0.583,0.722,321000,0.274,0,9,0.173,-12.727,0,0.0696,132.505,4,0.647
4dlh921u5Ojn59FK2TOC24,Beautiful Surprise,spotify:track:4dlh921u5Ojn59FK2TOC24,"India.Arie, ",0.389,0.452,148701,0.229,0,9,0.143,-11.802,1,0.0421,76.131,4,0.355
22Ixvd6v1ofmishJchJfvN,No Limit,spotify:track:22Ixvd6v1ofmishJchJfvN,"Kindred The Family Soul, ",0.55,0.363,216813,0.677,0,1,0.158,-6.699,0,0.474,185.426,4,0.496
767PVupkn44LW4Mt9ZpKAV,Take Me Away,spotify:track:767PVupkn44LW4Mt9ZpKAV,"John Legend, ",0.412,0.732,183173,0.642,0,3,0.135,-6.148,1,0.0573,89.983,4,0.765
4ev5Rkbz4eBHm447hrf7pZ,So Into You,spotify:track:4ev5Rkbz4eBHm447hrf7pZ,"Ledisi, ",0.00965,0.68,227640,0.489,0.0000142,1,0.0737,-6.496,1,0.0778,82.424,4,0.552
4iuNZTcvT9diFySSzVsnVS,When I See U,spotify:track:4iuNZTcvT9diFySSzVsnVS,"Fantasia, ",0.457,0.569,217347,0.596,0.0000899,8,0.205,-6.486,1,0.171,93.134,4,0.764
7gEGhEb1VcCeC6lJWnjI9Z,Love No Limit,spotify:track:7gEGhEb1VcCeC6lJWnjI9Z,"Mary J. Blige, ",0.172,0.547,299627,0.693,0.00269,11,0.052,-7.774,0,0.0526,169.659,4,0.595
0HrrWZIJ7hR7C0JmDZ2uvN,So Amazing,spotify:track:0HrrWZIJ7hR7C0JmDZ2uvN,"Luther Vandross, ",0.49,0.626,221773,0.356,0.000031,3,0.225,-13.046,0,0.0332,128.588,4,0.304
1JPJQLSYAvPp4qnzC8Uk6Y,Lovin' You,spotify:track:1JPJQLSYAvPp4qnzC8Uk6Y,"The O'Jays, ",0.609,0.627,317907,0.422,0.0000171,7,0.186,-10.814,1,0.0366,74.824,4,0.588
5Ikg1hHVz53mrytVXGrztN,"Love, Need And Want You",spotify:track:5Ikg1hHVz53mrytVXGrztN,"Patti LaBelle, ",0.84,0.566,300120,0.494,0,4,0.322,-9.36,1,0.0496,150.699,4,0.505
4KWRdYADKz1Fo1eLXWuMLi,All I Ever Think About,spotify:track:4KWRdYADKz1Fo1eLXWuMLi,"Chrisette Michele, ",0.292,0.639,220827,0.724,0,8,0.11,-4.538,1,0.082,125.659,4,0.557
13fIg7eB5MP9slSQayHhjH,Let's Stay Together - Midnight Mix,spotify:track:13fIg7eB5MP9slSQayHhjH,"Eric Benét, ",0.517,0.769,286973,0.322,0,6,0.072,-6.615,1,0.0373,102.111,4,0.372
3afeZ81GDy59tATovKyH6Z,I Know You Know,spotify:track:3afeZ81GDy59tATovKyH6Z,"Esperanza Spalding, ",0.758,0.607,225200,0.427,0.0111,2,0.0961,-11.417,0,0.0758,89.306,4,0.77
25SXTm4vpejjWXqQrUftkO,Someone To Love,spotify:track:25SXTm4vpejjWXqQrUftkO,"Mint Condition, ",0.215,0.525,320093,0.567,0.00000192,2,0.358,-7.029,1,0.0356,141.877,4,0.314
4cVWa9vuwfPOukSIZN9012,How Many Ways,spotify:track:4cVWa9vuwfPOukSIZN9012,"Toni Braxton, ",0.0682,0.688,288093,0.758,0,10,0.192,-6.453,0,0.0819,77.906,4,0.717
3c6afiysmB7OnxQzzSqRfD,So Into You,spotify:track:3c6afiysmB7OnxQzzSqRfD,"Tamia, ",0.0665,0.656,261867,0.479,0.00272,7,0.168,-7.055,0,0.0348,184.374,4,0.71
2UXEwIOtNGUUgGdXnds8V7,Closer,spotify:track:2UXEwIOtNGUUgGdXnds8V7,"Goapele, ",0.462,0.714,229693,0.436,0.0117,1,0.107,-6.471,1,0.0342,93.025,4,0.364
4RMIDsxooqjhLIkxhlWzLa,You,spotify:track:4RMIDsxooqjhLIkxhlWzLa,"Raheem DeVaughn, ",0.429,0.777,302187,0.654,0,2,0.105,-7.333,1,0.0336,124.009,4,0.509
2fE4MbwX3QGMzNaMjGVhtw,Say Yes,spotify:track:2fE4MbwX3QGMzNaMjGVhtw,"Floetry, ",0.219,0.74,268373,0.404,0.00000141,5,0.128,-12.947,0,0.0761,117.887,1,0.431
7GazZcRE8uDL24PzwyUe2f,Between the Sheets,spotify:track:7GazZcRE8uDL24PzwyUe2f,"The Isley Brothers, ",0.621,0.716,338573,0.435,0,0,0.0662,-10.502,1,0.114,83.925,4,0.512
1Dx8rIZaXzZPvUQRF2j9hB,Sweet Lady,spotify:track:1Dx8rIZaXzZPvUQRF2j9hB,"Tyrese, ",0.233,0.588,290600,0.522,0,9,0.24,-6.254,0,0.0383,66.024,4,0.571
6gsmFgUiSTuinJlScwFODv,I Love You,spotify:track:6gsmFgUiSTuinJlScwFODv,"Faith Evans, ",0.00981,0.489,267160,0.757,0,11,0.234,-4.062,0,0.0926,168.004,4,0.557
0E6r8RJJE0WgS5GGsAIuBO,Nothing Has Ever Felt Like This,spotify:track:0E6r8RJJE0WgS5GGsAIuBO,"Rachelle Ferrell, ",0.336,0.417,385312,0.236,0.00000619,4,0.0682,-17.719,0,0.0346,110.569,3,0.163
2lnQcP5hr4RKR63TFvnI4k,Overjoyed,spotify:track:2lnQcP5hr4RKR63TFvnI4k,"Stevie Wonder, ",0.552,0.367,222586,0.271,0,10,0.147,-17.318,1,0.0316,83.078,4,0.163
1emvYBqAWFPpFUQyhBG9He,I'd Give My Life For You - Alternate Mix,spotify:track:1emvYBqAWFPpFUQyhBG9He,"Marvin Gaye, ",0.398,0.269,209000,0.426,0,0,0.275,-8.179,1,0.0351,83.152,3,0.243
7gh2v4IHnxdiwSgA6xluhe,Through The Fire,spotify:track:7gh2v4IHnxdiwSgA6xluhe,"Chaka Khan, ",0.166,0.569,286693,0.589,0.00000691,8,0.132,-7.395,1,0.0306,130.865,4,0.407
5oYwkqmQlYM6HXmC6psUym,I Never Wanna Live Without You,spotify:track:5oYwkqmQlYM6HXmC6psUym,"Mary J. Blige, ",0.412,0.566,377278,0.528,0,7,0.072,-8.879,0,0.0828,136.179,4,0.332
7fa1oiFqQFhlO8ghtLIGpR,Beautiful To Me,spotify:track:7fa1oiFqQFhlO8ghtLIGpR,"Shane Filan, ",0.368,0.688,213945,0.415,0,2,0.116,-8.701,1,0.0308,88.499,4,0.282
3cNjgVBKTJ1SvKhunrCdVy,Please Don't Go,spotify:track:3cNjgVBKTJ1SvKhunrCdVy,"Joel Adams, ",0.0118,0.513,210580,0.768,0.0000194,4,0.294,-4.868,0,0.0587,84.264,4,0.235
1OBlp2GgUQbPMtGNYg4Kdn,Perfect Melody,spotify:track:1OBlp2GgUQbPMtGNYg4Kdn,"Nano, ",0.125,0.693,203520,0.613,0,3,0.111,-6.209,1,0.0268,117.993,4,0.46
3qhobDAfBcVoOWZP8Ck8R2,Ophelia,spotify:track:3qhobDAfBcVoOWZP8Ck8R2,"The Lumineers, ",0.613,0.664,160097,0.573,0.000363,5,0.0857,-6.519,1,0.0277,76.023,4,0.573
34gCuhDGsG4bRPIf9bb02f,Thinking Out Loud,spotify:track:34gCuhDGsG4bRPIf9bb02f,"Ed Sheeran, ",0.474,0.781,281560,0.445,0,2,0.184,-6.061,1,0.0295,78.998,4,0.584
2nI6aT3cnPFoXQ1L705wcY,Some Type Of Love,spotify:track:2nI6aT3cnPFoXQ1L705wcY,"Charlie Puth, ",0.353,0.706,185608,0.589,0,2,0.105,-6.051,1,0.08,90.491,4,0.41
5JhtfNV7PsT5L5nrIJ4IUp,Dandelion,spotify:track:5JhtfNV7PsT5L5nrIJ4IUp,"Kacey Musgraves, ",0.359,0.581,182453,0.505,0.00131,11,0.131,-10.104,1,0.0312,79.322,4,0.183
6FOyzhp375u8DapDyQqGTh,Tiger Striped Sky,spotify:track:6FOyzhp375u8DapDyQqGTh,"Roo Panes, ",0.944,0.473,241720,0.317,0.0124,2,0.11,-10.324,1,0.0318,139.899,4,0.125
3efYhFCibQlRplX1OP1924,Bang My Head - Radio Version,spotify:track:3efYhFCibQlRplX1OP1924,"Sweetfire, ",0.719,0.641,286897,0.301,0.0000408,4,0.126,-8.309,0,0.0278,87.984,4,0.124
3GBlLqIYgB8zWaeWDNJzdh,Capsize,spotify:track:3GBlLqIYgB8zWaeWDNJzdh,"FRENSHIP, Emily Warren, ",0.042,0.681,237760,0.708,0.14,5,0.682,-6.019,0,0.0304,92.993,4,0.359
1obcO5plIza6FtGmMD9ceN,Running Out - Live From The Studio / 2016,spotify:track:1obcO5plIza6FtGmMD9ceN,"Astrid S, ",0.984,0.51,165307,0.224,0.0000278,10,0.145,-7.423,1,0.0624,167.805,4,0.337
10tMVFMvd9224Zcq4A5dRL,Collide - Chris Lord-Alge Mix aka Radio Edit,spotify:track:10tMVFMvd9224Zcq4A5dRL,"Howie Day, ",0.264,0.56,247707,0.76,0.00000432,11,0.123,-7.408,1,0.0321,93.981,4,0.515
5REdxRARKVoJuZppmwglN4,Solid Ground,spotify:track:5REdxRARKVoJuZppmwglN4,"Alex Vargas, ",0.512,0.372,237160,0.487,0.000212,1,0.192,-7.165,0,0.0432,108.43,4,0.159
6SJ1qt2W5A4AEdxjqajMWU,I Just Wanna Love You,spotify:track:6SJ1qt2W5A4AEdxjqajMWU,"The Shires, ",0.435,0.587,233053,0.398,0.00000523,3,0.155,-9.965,1,0.0278,145.9,4,0.319
2so9nFRdufwNO4A5Bmhqwd,Diamond Mind,spotify:track:2so9nFRdufwNO4A5Bmhqwd,"Jonah Tolchin, ",0.667,0.471,235907,0.21,0.0612,4,0.118,-18.761,1,0.0409,80.603,4,0.406
3I8PF8Xx9JcHbLhKqEdKgW,Till The Sun Comes Up,spotify:track:3I8PF8Xx9JcHbLhKqEdKgW,"Gavin James, ",0.893,0.457,236187,0.21,0,3,0.0816,-12.284,1,0.0339,127.979,4,0.197
06KyNuuMOX1ROXRhj787tj,We Don't Talk Anymore (feat. Selena Gomez),spotify:track:06KyNuuMOX1ROXRhj787tj,"Charlie Puth, Selena Gomez, ",0.621,0.728,217707,0.563,0,1,0.179,-8.053,0,0.134,100.017,4,0.35
0G9ndKuRExPgFmcp5SgBsp,Retreat,spotify:track:0G9ndKuRExPgFmcp5SgBsp,"Cocoon, Natalie Prass, ",0.753,0.523,210000,0.331,0.00205,11,0.102,-13.149,1,0.0409,82.956,4,0.321
6AQGlm2uDrOVXPVJE4hrNu,Lost In My Mind,spotify:track:6AQGlm2uDrOVXPVJE4hrNu,"The Head and the Heart, ",0.43,0.372,259120,0.542,0.000335,2,0.282,-8.113,1,0.0288,95.34,4,0.38
059ACLUOyEcdruA2m9f2jd,Unstoppable,spotify:track:059ACLUOyEcdruA2m9f2jd,"Sia, ",0.112,0.468,217747,0.779,0.000373,9,0.101,-4.839,1,0.0779,173.799,4,0.268
1eftIypOTzVCDPv9xLZPDN,Only You (with James Corden),spotify:track:1eftIypOTzVCDPv9xLZPDN,"Kylie Minogue, James Corden, ",0.897,0.49,185747,0.294,0,10,0.111,-10.154,1,0.0264,94.987,5,0.245
5TGZ9gUY5LoJLxDg7B5H7w,Summertime Of Our Lives,spotify:track:5TGZ9gUY5LoJLxDg7B5H7w,"Cody Simpson, ",0.274,0.618,195173,0.504,0,0,0.105,-7.571,1,0.0347,138.031,4,0.264
2pV8RpdLemcyMWko8dASVt,Like I'm Gonna Lose You,spotify:track:2pV8RpdLemcyMWko8dASVt,"Jasmine Thompson, ",0.958,0.398,232339,0.174,0.00000416,0,0.158,-11.16,1,0.0364,172.152,3,0.137
3xGea4DXyeushHopGks3y8,Good Love,spotify:track:3xGea4DXyeushHopGks3y8,"Jason Castro, ",0.124,0.572,185133,0.885,0,10,0.336,-4.196,1,0.0353,93.037,4,0.576
0ELQGxXgUafqOu80urrauc,Trust Somebody,spotify:track:0ELQGxXgUafqOu80urrauc,"Jackie Greene, ",0.0669,0.547,300400,0.577,0,2,0.143,-5.331,1,0.0286,133.859,4,0.358
5GkqK9pWQDOSZ1NKA1hCmD,To Lose Someone,spotify:track:5GkqK9pWQDOSZ1NKA1hCmD,"Taken By Trees, ",0.655,0.735,286627,0.533,0.446,7,0.1,-13.101,1,0.0337,94.997,4,0.575
1fDm1kCj6dwmviArCtCsOA,Distance And Time,spotify:track:1fDm1kCj6dwmviArCtCsOA,"Alicia Keys, ",0.378,0.45,267467,0.434,0.00236,0,0.108,-8.952,1,0.0295,139.544,4,0.234
7GsLrzsAash4bp75SltRaN,Chasing Pirates,spotify:track:7GsLrzsAash4bp75SltRaN,"Norah Jones, ",0.547,0.85,160907,0.468,0.0667,2,0.106,-9.09,0,0.039,106.974,4,0.761
4U45aEWtQhrm8A5mxPaFZ7,Vienna,spotify:track:4U45aEWtQhrm8A5mxPaFZ7,"Billy Joel, ",0.659,0.532,214240,0.495,0,10,0.0754,-6.662,1,0.0343,124.936,4,0.295
