id,name,uri,artist,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
5smg7I3dlFezDBYjLY2f0S,Mrs. Smith,spotify:track:5smg7I3dlFezDBYjLY2f0S,"Rebour, ",0.983,0.401,107464,0.0268,0.879,0,0.121,-23.912,1,0.0449,121.47,4,0.0818
4WKJm0usdFOUQH5Y574WtZ,La Lluvia,spotify:track:4WKJm0usdFOUQH5Y574WtZ,"Relajar, ",0.995,0.386,198710,0.0156,0.963,11,0.119,-24.846,1,0.0463,75.982,4,0.0666
7hyAAjHZaDWSPDzlUYNUIa,Threnody,spotify:track:7hyAAjHZaDWSPDzlUYNUIa,"Goldmund, ",0.989,0.294,281120,0.00502,0.928,9,0.109,-30.609,1,0.0373,91.559,4,0.191
0I2kwvXCLolYQ4nZQcF6EQ,Sleeping Lotus,spotify:track:0I2kwvXCLolYQ4nZQcF6EQ,"Joep Beving, ",0.994,0.341,152000,0.0296,0.901,7,0.112,-26.526,0,0.0402,65.942,4,0.174
37OB3SoyxFzsTzEIrCYkG0,Solitude Hymns,spotify:track:37OB3SoyxFzsTzEIrCYkG0,"Mayhem, ",0.993,0.313,188355,0.108,0.857,5,0.104,-23.401,1,0.037,118.084,4,0.122
41Uz23jubhxB8YREUHvueV,Throes,spotify:track:41Uz23jubhxB8YREUHvueV,"Half Moon Run, ",0.993,0.354,54333,0.0587,0.936,2,0.107,-23.846,1,0.0555,126.218,3,0.118
2PgVEaqgmMh1hdhcnuqDEd,Qi,spotify:track:2PgVEaqgmMh1hdhcnuqDEd,"Phildel, ",0.974,0.187,326023,0.24,0.897,7,0.183,-15.324,0,0.0409,142.546,4,0.0756
0W7B9MsXAJQerT6jE414cF,Nostos,spotify:track:0W7B9MsXAJQerT6jE414cF,"Jean-Michel Blais, BUFFLO, ",0.971,0.315,271760,0.291,0.873,2,0.278,-13.501,0,0.0417,112.812,3,0.0399
589W742qzyKYnwXD5nhFDe,Sanctuary,spotify:track:589W742qzyKYnwXD5nhFDe,"Grobert, ",0.987,0.29,208187,0.112,0.906,7,0.187,-17.894,1,0.0562,167.39,3,0.2
7DbbEaULNuEe95sxVJFwXQ,Light of the Seven,spotify:track:7DbbEaULNuEe95sxVJFwXQ,"Ramin Djawadi, ",0.903,0.273,589095,0.102,0.721,0,0.268,-16.843,0,0.0494,120.378,4,0.0572
3tbVwFLSct63LhbI2mU50s,Far and Beyond,spotify:track:3tbVwFLSct63LhbI2mU50s,"Charles Bolt, ",0.991,0.495,197566,0.0406,0.928,3,0.104,-24.758,0,0.0499,151.974,4,0.145
4NSorTl9g80CArixVtqGfz,Echoes of You,spotify:track:4NSorTl9g80CArixVtqGfz,"Oneke, ",0.986,0.267,140115,0.096,0.876,6,0.112,-23.171,0,0.0345,145.366,3,0.0395
1gLbbnyTOnx6LrCQ87c0gp,For Stormboy,spotify:track:1gLbbnyTOnx6LrCQ87c0gp,"Rhiannon Bannenberg, ",0.992,0.197,96500,0.0473,0.861,8,0.0878,-29.125,0,0.0441,123.367,3,0.121
2I2mF5P9ZkkE1bU4AMhQ27,India's Lament,spotify:track:2I2mF5P9ZkkE1bU4AMhQ27,"Rhiannon Bannenberg, ",0.995,0.33,161750,0.0206,0.874,0,0.0578,-25.858,1,0.0492,64.419,3,0.277
5hJ5736o2jQRXnslKxoWqG,Leaves,spotify:track:5hJ5736o2jQRXnslKxoWqG,"Hermann, ",0.991,0.465,104355,0.0388,0.915,9,0.0768,-24.262,0,0.0562,139.735,4,0.16
504NLPDUBRylbZUUQR97XX,The Watchtower,spotify:track:504NLPDUBRylbZUUQR97XX,"Sigimund, ",0.991,0.248,205578,0.0274,0.922,7,0.153,-28.768,0,0.0333,75.124,1,0.157
5frrMKfRVby9maqYjlBpDB,Emptiness,spotify:track:5frrMKfRVby9maqYjlBpDB,"Sigimund, ",0.986,0.331,130033,0.0542,0.94,7,0.113,-23.525,0,0.0503,71.943,4,0.0845
36Fdc6pZ05Y8kN5RZhMtYe,Eyes Closed And Traveling,spotify:track:36Fdc6pZ05Y8kN5RZhMtYe,"Peter Broderick, ",0.984,0.417,219550,0.0939,0.826,6,0.0903,-20.98,1,0.0402,84.241,4,0.0384
1QmhkjuUlosROqKk59sBSK,Opening,spotify:track:1QmhkjuUlosROqKk59sBSK,"Philip Glass, Bruce Brubaker, ",0.996,0.179,353147,0.026,0.89,0,0.0836,-30.937,0,0.0385,77.116,3,0.0671
7oTKvLjCe7db1UxsImGBwr,The Departure,spotify:track:7oTKvLjCe7db1UxsImGBwr,"Max Richter, ",0.996,0.384,75849,0.00341,0.943,0,0.0964,-39.053,0,0.0447,116.941,4,0.103
6oL99CBEXTL8vZ5PpmknXk,Departure (Home),spotify:track:6oL99CBEXTL8vZ5PpmknXk,"Max Richter, ",0.996,0.325,114289,0.039,0.929,3,0.097,-30.757,1,0.0577,75.783,4,0.216
35NEt3JvQshGEElCbF3bQx,Dalur,spotify:track:35NEt3JvQshGEElCbF3bQx,"Ólafur Arnalds, Brasstríó Mosfellsdals, ",0.991,0.217,239238,0.073,0.906,5,0.0498,-23.876,1,0.0334,174.418,4,0.0529
0DMjlMXgZAZ5qpOSVv6TXK,Davvi plays,spotify:track:0DMjlMXgZAZ5qpOSVv6TXK,"Firstnighter, ",0.996,0.696,92907,0.00664,0.956,11,0.0647,-31.292,1,0.115,83.094,3,0.822
0hsP0ePngHpxLQp9ZVVVRl,I Miss You,spotify:track:0hsP0ePngHpxLQp9ZVVVRl,"Ozymandias, ",0.995,0.51,118051,0.0567,0.916,6,0.0902,-24.525,0,0.0769,149.59,3,0.504
5edzZx7AiRFOUNZtyQJAGW,Nocturne in a Minor,spotify:track:5edzZx7AiRFOUNZtyQJAGW,"Chad Lawson, ",0.99,0.189,362354,0.0343,0.926,9,0.0957,-27.421,0,0.0414,100.968,4,0.0477
2SIHJo8TXKvFvaW0XvMztF,Deco,spotify:track:2SIHJo8TXKvFvaW0XvMztF,"Charles Bolt, ",0.994,0.229,92745,0.0189,0.921,6,0.0943,-29.919,1,0.0449,95.535,3,0.106
4jRhqYMDV0C8NLoFjRpZ3f,"Waltz No. 9 in A-Flat Major, Op. 69 No. 1 ""The Farewell""",spotify:track:4jRhqYMDV0C8NLoFjRpZ3f,"Pamela Howland, ",0.995,0.398,205360,0.0189,0.908,8,0.0876,-28.476,1,0.0375,85,4,0.141
58qCpaGUaGXiMvLPRDBHDW,Dawn,spotify:track:58qCpaGUaGXiMvLPRDBHDW,"Keiko Matsui, ",0.994,0.606,114013,0.0259,0.82,9,0.0893,-26.639,0,0.0574,100.144,4,0.256
1iet8jwrRWc5lkw8yKXtZN,Grace,spotify:track:1iet8jwrRWc5lkw8yKXtZN,"Sophie Hutchings, ",0.987,0.314,131349,0.021,0.923,1,0.122,-22.896,0,0.0373,101.794,4,0.216
2mpDoMepkxUD7GusdybNIq,Away,spotify:track:2mpDoMepkxUD7GusdybNIq,"Tonie Green, ",0.991,0.363,177000,0.131,0.903,5,0.124,-19.711,0,0.0598,70.784,4,0.284
6IxraDOdstG5QlrY9LKKPX,Image-Autumn-Womb,spotify:track:6IxraDOdstG5QlrY9LKKPX,"Goldmund, ",0.973,0.437,185187,0.132,0.919,1,0.147,-24.446,1,0.0341,115.042,4,0.162
3toYHht60pj16nNK0e2HZy,Norrsken,spotify:track:3toYHht60pj16nNK0e2HZy,"Karin Borg, ",0.98,0.278,95317,0.0434,0.919,0,0.121,-22.396,0,0.0383,133.853,4,0.0395
2pQyIi1mMMRPDjFPkgtfSn,Anthem,spotify:track:2pQyIi1mMMRPDjFPkgtfSn,"Dmitry Evgrafov, ",0.994,0.165,183040,0.0125,0.931,7,0.151,-34.083,1,0.0412,78.08,4,0.0701
3Qsv4VR1YDlLe2T597LNaJ,Stairs and Steps,spotify:track:3Qsv4VR1YDlLe2T597LNaJ,"Charlie Key, ",0.986,0.507,191896,0.0673,0.911,6,0.0762,-19.774,1,0.0511,169.793,4,0.22
4ndRB3B9iP6fx3YiCFr5es,Inngangur,spotify:track:4ndRB3B9iP6fx3YiCFr5es,"Hugar, ",0.995,0.405,87517,0.00996,0.954,9,0.0908,-29.706,0,0.042,67.82,3,0.329
3mLA49N1B0U33s2YUDDULc,Felt,spotify:track:3mLA49N1B0U33s2YUDDULc,"Hugar, ",0.995,0.533,142208,0.00741,0.95,0,0.0849,-35.449,1,0.0498,99.8,4,0.58
1U92my55XrL64mog5JGODC,Ambre,spotify:track:1U92my55XrL64mog5JGODC,"Nils Frahm, ",0.992,0.405,227627,0.0572,0.939,10,0.115,-25.548,0,0.0334,145.833,3,0.346
2L8ZiTLLejiY9O7qhhoday,I Promise,spotify:track:2L8ZiTLLejiY9O7qhhoday,"Alex Kozobolis, ",0.972,0.304,265142,0.248,0.65,11,0.129,-29.531,1,0.0461,60.419,4,0.14
1BDEDuqxCvqGMda7R2VBI0,Opus 20,spotify:track:1BDEDuqxCvqGMda7R2VBI0,"Dustin O'Halloran, ",0.991,0.34,433293,0.0611,0.945,5,0.0926,-19.64,0,0.0493,69.369,3,0.0385
53pUvuojWWNx0VWfPa7iwk,Chord Left,spotify:track:53pUvuojWWNx0VWfPa7iwk,"Agnes Obel, ",0.995,0.621,149992,0.0866,0.96,2,0.0984,-20.52,0,0.0651,182.043,4,0.0359
6YS1MXqso0zlmcL4OV1kXk,Début,spotify:track:6YS1MXqso0zlmcL4OV1kXk,"Mélanie Laurent, ",0.99,0.377,160067,0.0239,0.882,0,0.0998,-30.245,1,0.0403,119.263,4,0.0621
2rK5aTaCfPoSX0TqAW5YgV,Fin,spotify:track:2rK5aTaCfPoSX0TqAW5YgV,"Mélanie Laurent, ",0.994,0.336,131280,0.0331,0.936,6,0.0892,-26.416,1,0.042,106.361,4,0.0624
5m4XJ50qcGUHK5CVnZ6Ru4,Manga,spotify:track:5m4XJ50qcGUHK5CVnZ6Ru4,"Shaun Taylor McManus, ",0.993,0.37,153948,0.16,0.952,6,0.141,-17.795,1,0.0464,82.214,4,0.32
6xpMRiUfGaCn5hjD5TR0O4,Autumn Moon On A Calm Lake,spotify:track:6xpMRiUfGaCn5hjD5TR0O4,"Lü Wencheng, Lang Lang, ",0.99,0.205,241840,0.0245,0.9,1,0.121,-27.353,1,0.0379,65.969,4,0.0732
2AkcjsKlRbIBYGAgpQVFii,"Comptine d'un autre été, l'après-midi",spotify:track:2AkcjsKlRbIBYGAgpQVFii,"Yann Tiersen, ",0.991,0.484,140733,0.192,0.908,2,0.106,-15.378,1,0.0465,100.084,4,0.055
6wxUsXXraYNUThKoEvtzMx,Gizeh,spotify:track:6wxUsXXraYNUThKoEvtzMx,"Oskar Schuster, ",0.981,0.532,112060,0.204,0.87,2,0.118,-19.544,0,0.0817,141.65,4,0.676
0nPZeEqDdrGiljPZliz8fm,Tristane,spotify:track:0nPZeEqDdrGiljPZliz8fm,"Oskar Schuster, ",0.984,0.448,134265,0.141,0.659,10,0.104,-20.929,0,0.0654,147.524,4,0.189
0BPqaYNiJOYecYAe3pkJm9,Grace,spotify:track:0BPqaYNiJOYecYAe3pkJm9,"Neil Cowley Trio, ",0.994,0.429,217225,0.00967,0.959,11,0.109,-24.227,1,0.046,88.632,3,0.136
4eoDPVbSx04PlypRDwjsXk,The Approaching Night,spotify:track:4eoDPVbSx04PlypRDwjsXk,"Philip Wesley, ",0.992,0.427,399667,0.101,0.915,9,0.1,-23.867,0,0.0428,93.079,4,0.0876
54I28xXgzxBdlmN1FnJlHE,The Road To You,spotify:track:54I28xXgzxBdlmN1FnJlHE,"Stefano Guzzetti, ",0.995,0.365,216782,0.375,0.861,2,0.127,-12.653,0,0.0483,120.822,3,0.354
3WzXJhi5jtc29EoOwjPf2D,Delicate Transitions,spotify:track:3WzXJhi5jtc29EoOwjPf2D,"Gavin Luke, ",0.964,0.407,148245,0.187,0.925,8,0.108,-16.436,0,0.044,117.264,5,0.0686
1oI3Z6VfQaPZQstgEhOxjK,Dilo 7,spotify:track:1oI3Z6VfQaPZQstgEhOxjK,"Emika, ",0.996,0.567,131000,0.0394,0.877,9,0.0721,-24.651,0,0.0529,112.371,4,0.236
2pr6us08iPNzIex5q6fMvI,Together We Will Live Forever,spotify:track:2pr6us08iPNzIex5q6fMvI,"Clint Mansell, Kronos Quartet, ",0.994,0.483,301733,0.0176,0.928,7,0.0912,-25.501,0,0.052,76.384,4,0.197
47ZWr1Nb0PUgmKgyg5JkgO,River Flows In You - Original,spotify:track:47ZWr1Nb0PUgmKgyg5JkgO,"Yiruma, ",0.988,0.31,185527,0.218,0.952,9,0.085,-21.398,1,0.0507,145.074,4,0.105
02xmGU9unopKjpblPRC67j,Written On The Sky,spotify:track:02xmGU9unopKjpblPRC67j,"Max Richter, ",0.992,0.373,99867,0.117,0.909,10,0.111,-25.222,0,0.0511,125.288,3,0.193
2wGZXkS0IwKXxZNe8YxIhR,"Keyboard Sonata in B Minor, K.197/L.147/P.124: Andante",spotify:track:2wGZXkS0IwKXxZNe8YxIhR,"Domenico Scarlatti, Yevgeny Sudbin, ",0.995,0.387,363800,0.0353,0.893,11,0.0729,-32.142,0,0.0482,96.86,4,0.149
2eZjME1wn2bqwC6LPwTgKE,L'un part...L'autre Reste (Version Piano),spotify:track:2eZjME1wn2bqwC6LPwTgKE,"Frederic Botton, ",0.987,0.342,261547,0.0801,0.868,7,0.123,-20.455,1,0.0395,136.89,3,0.109
2TkGYqnVFS0T5u2PYN6JQS,Some,spotify:track:2TkGYqnVFS0T5u2PYN6JQS,"Nils Frahm, ",0.976,0.333,253911,0.00289,0.933,5,0.0747,-33.467,1,0.046,95.641,5,0.165
2OKEAPTngkO7ogItXRPHwC,Travelling,spotify:track:2OKEAPTngkO7ogItXRPHwC,"James Spiteri, ",0.992,0.397,237160,0.0638,0.905,3,0.115,-19.326,0,0.0523,110.328,4,0.226
7umAtH7vuQiyCYK3SkDKgN,The Spin,spotify:track:7umAtH7vuQiyCYK3SkDKgN,"Greg Haines, ",0.988,0.343,419120,0.163,0.9,0,0.0862,-18.536,0,0.035,128.457,4,0.0426
0qGeOcsFxUBOZWjH1IhbJA,De Novo Adagio (Intro),spotify:track:0qGeOcsFxUBOZWjH1IhbJA,"Alicia Keys, ",0.966,0.345,79080,0.0443,0.939,9,0.111,-20.072,0,0.0433,116.09,1,0.0448
3tBSK5WCWFTa5SZ5uelB4P,Liberations,spotify:track:3tBSK5WCWFTa5SZ5uelB4P,"Johannes Bornlof, ",0.994,0.606,142031,0.0949,0.931,1,0.0898,-21.652,0,0.0412,78.027,3,0.117
17oLsEzzlGFlrBKViCzmGc,Merry Christmas Mr. Lawrence,spotify:track:17oLsEzzlGFlrBKViCzmGc,"Ryuichi Sakamoto, ",0.952,0.479,286667,0.174,0.841,10,0.115,-18.021,0,0.0371,103.577,4,0.271
7Jkje7JNbeulTOCmYGiXYS,Soffia La Notte - Night Breaths,spotify:track:7Jkje7JNbeulTOCmYGiXYS,"Fabrizio Paterlini, ",0.978,0.238,206453,0.388,0.919,4,0.121,-16.152,0,0.04,164.702,3,0.208
1FwYuCPPEepHIWydsi37gI,Reminiscence,spotify:track:1FwYuCPPEepHIWydsi37gI,"Johannes Bornlof, ",0.989,0.544,152747,0.0842,0.915,8,0.111,-17.49,1,0.0515,62.415,5,0.215
6kssT5a59oQ2cUOzsTsDtP,Subtle The Sum,spotify:track:6kssT5a59oQ2cUOzsTsDtP,"Goldmund, ",0.996,0.434,119680,0.0234,0.955,4,0.132,-28.52,1,0.0568,136.669,4,0.045
2Yjv7MOdst5y6fFsq4cKOL,The Heart Asks Pleasure First/The Promise - Edit,spotify:track:2Yjv7MOdst5y6fFsq4cKOL,"Michael Nyman, ",0.961,0.208,191867,0.276,0.92,9,0.129,-14.648,0,0.0293,177.108,3,0.219
71pCkKd9FwWQSgJIuPmrDt,To the Sky (Moderate),spotify:track:71pCkKd9FwWQSgJIuPmrDt,"Dirk Maassen, ",0.988,0.315,276795,0.0778,0.894,9,0.0775,-19.953,0,0.0443,60.583,4,0.038
2Ai5UUXyxaulVbompgrzlo,Pinô,spotify:track:2Ai5UUXyxaulVbompgrzlo,"Otto Totland, ",0.995,0.494,165995,0.0453,0.927,5,0.112,-28.914,1,0.0378,80.743,4,0.115
5eIifmrzK2XxqiABsZhYGK,Balm,spotify:track:5eIifmrzK2XxqiABsZhYGK,"Peter Sandberg, ",0.988,0.376,126938,0.0176,0.909,11,0.0975,-22.767,1,0.0456,106.806,3,0.302
76uQrmsyHQjqLS6YaDLK6X,La Mer,spotify:track:76uQrmsyHQjqLS6YaDLK6X,"Dirk Maassen, ",0.993,0.428,270485,0.128,0.898,9,0.0902,-21.204,0,0.0586,110.401,5,0.0742
6jP8veGopi7UjFP8Uk5prz,Streams,spotify:track:6jP8veGopi7UjFP8Uk5prz,"Johannes Bornlof, ",0.995,0.523,134923,0.0444,0.953,9,0.104,-21.502,1,0.0481,106.671,3,0.227
0jZxuq04x40gwFCCcg3J31,A Prominent Response,spotify:track:0jZxuq04x40gwFCCcg3J31,"Piotr Miteska, ",0.991,0.283,173298,0.105,0.899,2,0.106,-21.941,0,0.0328,77.799,3,0.143
6UxfYEsff4c56PkJHKdO56,Barefoot,spotify:track:6UxfYEsff4c56PkJHKdO56,"Juliana, ",0.993,0.565,216250,0.0371,0.918,0,0.118,-20.52,1,0.153,77.074,3,0.397
3rdau6vlFbeLv9rKPLcaNw,One Morning In June,spotify:track:3rdau6vlFbeLv9rKPLcaNw,"Greg Barley, ",0.994,0.367,147883,0.0381,0.913,0,0.11,-27.44,1,0.0751,104.4,3,0.156
181ybi6b0dYJBcQzETKv67,Song for A,spotify:track:181ybi6b0dYJBcQzETKv67,"Charlie Key, ",0.992,0.466,145812,0.00472,0.938,5,0.0712,-28.546,1,0.0531,81.181,4,0.24
1yarqgJfk6Mb93UV7qsKGE,Moods of the Valley,spotify:track:1yarqgJfk6Mb93UV7qsKGE,"Otto Wahl, ",0.993,0.424,227472,0.102,0.941,6,0.106,-21.383,1,0.0478,137.699,4,0.106
2mALzHMGNFFjCIip1M0SyY,Fields,spotify:track:2mALzHMGNFFjCIip1M0SyY,"Kylian Rebour, ",0.991,0.383,123762,0.0129,0.922,0,0.137,-20.723,0,0.0448,118.075,4,0.0748
2C6BCDdtYjbbbAucqaw9NG,Squares of life,spotify:track:2C6BCDdtYjbbbAucqaw9NG,"Piotr Miteska, ",0.993,0.27,165035,0.0102,0.918,11,0.0919,-22.34,0,0.0386,71.967,4,0.0677
73xaHditQrP92Sia1pVvom,Berceuse,spotify:track:73xaHditQrP92Sia1pVvom,"Lo Mimieux, ",0.991,0.379,150688,0.198,0.909,10,0.123,-16.388,0,0.0457,137.736,4,0.213
3ESsjKqrj3M79I8sSZieK3,aisatsana [102],spotify:track:3ESsjKqrj3M79I8sSZieK3,"Aphex Twin, ",0.98,0.277,321880,0.01,0.848,4,0.131,-32.893,0,0.0359,102.397,4,0.0354
1sGpjDlrzobaQW6nUPmVIR,An Ending (Ascent),spotify:track:1sGpjDlrzobaQW6nUPmVIR,"Brian Eno, ",0.932,0.304,261493,0.0962,0.987,8,0.0767,-25.51,1,0.0667,68.205,3,0.0455
65ZDmPpZMMM2hbPejVmfF1,Sleeping Nature,spotify:track:65ZDmPpZMMM2hbPejVmfF1,"Sleepy Night Music, ",0.91,0.131,214588,0.101,0.858,7,0.0891,-24.565,0,0.0338,77.939,1,0.0338
5j0j5EOyFDth9Ufr879ddM,Sleep,spotify:track:5j0j5EOyFDth9Ufr879ddM,"Deep Sleep, ",0.994,0.196,148115,0.0067,0.972,10,0.12,-32.679,1,0.0542,179.657,4,0.0884
51iaGB3XuWNREnmJDss7oY,Orbiting Chimes for Deep Sleep,spotify:track:51iaGB3XuWNREnmJDss7oY,"Ambient Music Therapy (Deep Sleep, Meditation, Spa, Healing, Relaxation), ",0.848,0.195,332000,0.111,0.939,0,0.0955,-22.553,1,0.0394,147.401,4,0.0849
2DcmhjYX4EPPPNQ8h3nCGS,Breathe,spotify:track:2DcmhjYX4EPPPNQ8h3nCGS,"Kundalini: Yoga, Meditation, Relaxation, ",0.986,0.199,181030,0.00553,0.951,7,0.0939,-37.848,1,0.0465,75.686,4,0.0381
7ocJPvoS4xnFcaFc4B3AJj,A Lovely Place To Be,spotify:track:7ocJPvoS4xnFcaFc4B3AJj,"Patrick O'Hearn, ",0.977,0.0992,530800,0.012,0.963,3,0.0972,-29.215,0,0.0407,89.717,3,0.0344
5ND1U2EjRr68U5xGe9Ectt,Sleepy Time,spotify:track:5ND1U2EjRr68U5xGe9Ectt,"Massage Therapy Music, ",0.995,0.217,407371,0.00233,0.937,1,0.0993,-26.36,1,0.0458,76.211,4,0.139
3SrEmZTtPBo5Mzsa7qRsQE,Yoga Meditation and Relaxation,spotify:track:3SrEmZTtPBo5Mzsa7qRsQE,"Kundalini: Yoga, Meditation, Relaxation, ",0.991,0.2,153157,0.00461,0.942,10,0.257,-32.499,1,0.0372,75.284,4,0.222
7rGyeL4CgpVVHS6juDc04U,Instrumental Music,spotify:track:7rGyeL4CgpVVHS6juDc04U,"Asian Zen Spa Music Meditation, ",0.933,0.177,220125,0.0567,0.857,4,0.0986,-22.108,1,0.0449,127.005,3,0.0798
1Qr6LFKNBFNNa2y6nMDO31,2/1 - 2004 Digital Remaster,spotify:track:1Qr6LFKNBFNNa2y6nMDO31,"Brian Eno, ",0.945,0.119,534213,0.0758,0.973,8,0.0497,-23.943,1,0.0536,94.577,4,0.033
2U4Wzp1uATXWIC6wTyJN2l,Healing Sleep Music,spotify:track:2U4Wzp1uATXWIC6wTyJN2l,"Deep Sleep, ",0.897,0.205,199054,0.0396,0.986,7,0.141,-29.014,1,0.0392,76.308,4,0.0658
6MQxcWOKKoIFUAjpgTLvr2,Meditation,spotify:track:6MQxcWOKKoIFUAjpgTLvr2,"Asian Zen Spa Music Meditation, ",0.984,0.186,214656,0.047,0.982,11,0.0916,-18.854,1,0.0449,111.696,5,0.0663
5EhvDAos2Ppf82XN5EV60u,Complex Heaven,spotify:track:5EhvDAos2Ppf82XN5EV60u,"Brian Eno, Jon Hopkins, Leo Abrahams, ",0.934,0.191,185227,0.0773,0.865,10,0.0778,-24.098,1,0.0389,180.056,3,0.0377
7n92QzQomRCLlciO14X0kd,Nocturne en mi bémol majeur opus 9 n°2: Ballade en Sol Mineur No.1,spotify:track:7n92QzQomRCLlciO14X0kd,"Frédéric Chopin, Luis Fernando Perez, ",0.99,0.387,268427,0.0451,0.913,3,0.112,-24.698,1,0.0364,61.494,4,0.0651
0w40CCt6dxXRcnppKfpw6s,Sleep Music,spotify:track:0w40CCt6dxXRcnppKfpw6s,"Binaural Beats Brainwave Entrainment, ",0.826,0.314,205401,0.0512,0.943,0,0.102,-23.716,1,0.0566,89.514,3,0.0333
2vbjVc5oV5BuJ01YdZlV27,"Secret Zen - Classical Piano Music for Zen Meditation, Rest and Sleep",spotify:track:2vbjVc5oV5BuJ01YdZlV27,"Zen Music Garden, ",0.992,0.564,140587,0.0165,0.941,7,0.11,-26.704,1,0.0382,70.002,3,0.522
